Date,Tmin,Tmax,Tmean,Rainfall
12/15/2016,NA,NA,0,NA
12/16/2016,NA,NA,0,NA
12/17/2016,NA,NA,0,NA
12/18/2016,NA,NA,0,NA
12/19/2016,NA,NA,0,NA
12/20/2016,NA,NA,0,NA
12/21/2016,NA,NA,0,NA
12/22/2016,NA,NA,0,NA
12/23/2016,NA,NA,0,NA
12/24/2016,NA,NA,0,NA
12/25/2016,NA,NA,0,NA
12/26/2016,NA,NA,0,NA
12/27/2016,NA,NA,0,NA
12/28/2016,NA,NA,0,NA
12/29/2016,NA,NA,0,NA
12/30/2016,NA,NA,0,NA
12/31/2016,NA,NA,0,NA
1/1/2017,-4,10,3,NA
1/2/2017,-3,9,3,NA
1/3/2017,-5,9,2,NA
1/4/2017,-6,8,1,NA
1/5/2017,-3,7,2,NA
1/6/2017,-4,8,2,NA
1/7/2017,-5,8,1.5,NA
1/8/2017,-3,7,2,NA
1/9/2017,-3,6,1.5,NA
1/10/2017,-4,5,0.5,NA
1/11/2017,-4,7,1.5,NA
1/12/2017,-4,5,0.5,NA
1/13/2017,-4,6,1,NA
1/14/2017,-5,7,1,NA
1/15/2017,-5,7,1,NA
1/16/2017,-4,6,1,NA
1/17/2017,-4,8,2,NA
1/18/2017,-5,9,2,NA
1/19/2017,-6,9,1.5,NA
1/20/2017,-3,7,2,NA
1/21/2017,-3,9,3,NA
1/22/2017,-4,7,1.5,NA
1/23/2017,-3,9,3,NA
1/24/2017,-5,7,1,NA
1/25/2017,-3,6,1.5,NA
1/26/2017,-4,8,2,NA
1/27/2017,-3,7,2,NA
1/28/2017,-2,7,2.5,NA
1/29/2017,-3,6,1.5,NA
1/30/2017,-3,6,1.5,NA
1/31/2017,-4,7,1.5,NA
2/1/2017,6,10,8,0
2/2/2017,5,9,7,0
2/3/2017,6,10,8,0
2/4/2017,5,8,6.5,0
2/5/2017,6,10,8,0
2/6/2017,2,11,6.5,0
2/7/2017,3,8,5.5,0
2/8/2017,5,9,7,0
2/9/2017,6,8,7,0
2/10/2017,7,11,9,0
2/11/2017,5,8,6.5,0
2/12/2017,5,10,7.5,0
2/13/2017,4,11,7.5,0
2/14/2017,5,9,7,0
2/15/2017,6,8,7,0
2/16/2017,4,9,6.5,0
2/17/2017,7,11,9,0
2/18/2017,8,11,9.5,0
2/19/2017,8,10,9,0
2/20/2017,7,9,8,0
2/21/2017,6,11,8.5,0
2/22/2017,6,11,8.5,0
2/23/2017,7,12,9.5,0
2/24/2017,8,13,10.5,0
2/25/2017,9,10,9.5,0
2/26/2017,8,9,8.5,1.1
2/27/2017,6,8,7,0.9
2/28/2017,7,7,7,0.6
3/1/2017,5,9,7,1.4
3/2/2017,4,8,6,0
3/3/2017,4,8,6,0
3/4/2017,4,9,6.5,1
3/5/2017,3,10,6.5,0.7
3/6/2017,8,11,9.5,0
3/7/2017,5,8,6.5,0
3/8/2017,5,6,5.5,0
3/9/2017,7,8,7.5,0.1
3/10/2017,3,7,5,0.4
3/11/2017,4,9,6.5,0.5
3/12/2017,4,9,6.5,0
3/13/2017,3,8,5.5,0
3/14/2017,6,9,7.5,0
3/15/2017,6,11,8.5,0
3/16/2017,4,9,6.5,0
3/17/2017,6,10,8,0
3/18/2017,6,11,8.5,0
3/19/2017,5,11,8,0
3/20/2017,6,10,8,0
3/21/2017,4,9,6.5,0
3/22/2017,2,10,6,0
3/23/2017,4,11,7.5,0
3/24/2017,5,10,7.5,0
3/25/2017,6,11,8.5,0
3/26/2017,7,11,9,2.2
3/27/2017,4,11,7.5,0
3/28/2017,5,11,8,0
3/29/2017,3,10,6.5,3.3
3/30/2017,5,11,8,3
