Date,Tmin,Tmax,Tmean,Rainfall
1/13/2016,0.13,9.06,2.67,0
1/14/2016,-2.39,8.44,1.05,0
1/15/2016,-2.36,7.47,0.85,0
1/16/2016,-2.3,9.29,1.28,0
1/17/2016,-5.08,13.28,1.52,0
1/18/2016,-8.83,11.15,-0.44,0
1/19/2016,-6.71,11.93,1.22,8.3
1/20/2016,-2.33,10.59,1.61,0
1/21/2016,-4.74,7.44,0.35,0
1/22/2016,-1.58,8.89,1.88,0
1/23/2016,-4.59,8.99,1.45,0
1/24/2016,-2.57,8.12,1.54,0
1/25/2016,-3.36,7.29,0.64,0
1/26/2016,-4.68,8.99,0.51,0
1/27/2016,-3.66,5.51,-0.38,0
1/28/2016,-3.78,8.69,0.9,0
1/29/2016,-1.73,9.39,1.84,0
1/30/2016,-0.4,5.87,1.58,0
1/31/2016,-0.73,4.14,1.14,0
2/1/2016,-7.12,12.29,1.05,0
2/2/2016,-0.12,6.71,2.5,0
2/3/2016,-1.01,16.27,6.07,0
2/4/2016,6.31,18.89,10.54,0
2/5/2016,2,15,8.5,0
2/6/2016,8.69,21.82,14.28,0
2/7/2016,12.15,19.56,15.13,0
2/8/2016,11.86,23.95,16.25,5.2
2/9/2016,13.45,20.86,15.3,0
2/10/2016,8.32,23.11,13.23,1.1
2/11/2016,-2.6,17.22,5.8,0
2/12/2016,4.04,9.78,5.8,0
2/13/2016,-1.36,14.19,4.39,0
2/14/2016,-2.36,15.65,4.43,0
2/15/2016,-0.34,12.99,4.86,0
2/16/2016,0.33,14.05,5.86,0
2/17/2016,2.66,13.5,6.75,0
2/18/2016,1.67,14.74,6.9,0
2/19/2016,2.8,15.29,8,0
2/20/2016,6.28,14.82,8.62,0
2/21/2016,5.44,18.08,9.61,0
2/22/2016,4.74,17.99,8.26,0
2/23/2016,0.3,14.67,6.59,0
2/24/2016,-1.56,12.39,4.06,0
2/25/2016,-2.74,13.95,4.89,0
2/26/2016,-1.93,12.29,4.35,0.3
2/27/2016,-0.4,12.85,5.11,0
2/28/2016,-2.33,13.69,2.97,0
2/29/2016,-4.8,14.43,3.26,0
3/1/2016,-3.84,10.12,1.29,0
3/2/2016,-1.41,9.48,2.85,0
3/3/2016,2.61,14.51,6.7,0
